,unpert,sci/tech,world,sports,business
perplexity,3.6460090751449266,3.82519793510437,3.6162365158398946,3.525380810101827,3.875841808319092
dist-1,0.6581577453193564,0.6529949038753546,0.6717760095794342,0.6467720229705066,0.6849122597293795
dist-2,0.9100794640467128,0.9055208213762547,0.9174568267742397,0.9022311442925571,0.9332863247665262
dist-3,0.9466961251182777,0.951867639099994,0.9508264442632718,0.941010481242565,0.9619894916948148
